ID,Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
671,0.136,0.046,0.077,0.069,0.009,0.023,0.040,-0.102,0.299
672,0.136,0.002,0.077,0.069,-0.039,0.095,0.040,-0.102,0.279
673,0.136,-0.184,0.077,0.069,-0.140,0.023,0.040,-0.268,-0.247
674,0.085,-0.184,0.077,0.075,-0.140,0.095,0.025,-0.268,-0.235
675,0.085,-0.009,-0.021,0.075,-0.075,0.030,0.025,-0.268,-0.158
676,0.057,0.047,0.077,-0.010,0.093,-0.151,0.040,0.161,0.315
677,0.057,0.033,-0.021,0.000,0.106,0.030,-0.016,0.161,0.350
678,0.057,0.033,-0.021,0.095,0.106,0.032,-0.016,0.013,0.299
679,0.057,0.033,-0.021,0.095,0.106,0.032,-0.016,0.013,0.299
680,0.057,0.033,0.077,0.095,0.093,0.095,-0.016,-0.090,0.344
681,0.057,0.047,0.077,0.075,0.093,0.032,0.040,-0.090,0.332
682,0.136,0.046,0.068,0.069,-0.039,0.030,0.040,-0.102,0.249
683,0.136,-0.009,0.068,0.075,-0.039,0.030,0.040,-0.102,0.199
684,0.136,0.002,0.068,0.069,-0.039,0.023,0.025,-0.102,0.183
685,0.136,-0.184,0.077,-0.069,-0.075,-0.031,0.025,-0.268,-0.388
686,0.085,0.002,-0.021,-0.199,-0.075,-0.151,0.025,-0.268,-0.601
687,0.085,0.046,-0.021,-0.199,-0.075,-0.151,0.025,-0.268,-0.557
688,0.057,0.047,-0.021,0.000,0.093,0.095,0.040,0.161,0.472
689,0.057,0.033,-0.021,-0.010,0.093,-0.033,0.040,0.013,0.172
690,0.057,0.047,0.077,-0.069,0.093,-0.031,-0.016,0.013,0.173
691,0.057,0.047,0.077,-0.032,0.009,0.095,-0.016,0.013,0.251
692,0.057,0.047,0.068,0.000,-0.039,0.095,-0.016,-0.090,0.123
693,0.057,0.046,0.068,0.069,-0.140,0.032,0.040,-0.090,0.082
694,0.136,-0.009,0.068,0.000,-0.140,0.030,0.040,-0.102,0.023
695,0.136,0.002,0.068,0.000,-0.140,-0.003,0.025,-0.102,-0.014
696,0.136,0.002,0.068,0.075,-0.140,0.030,0.025,-0.102,0.094
697,0.136,-0.009,0.068,0.095,-0.140,0.032,0.025,-0.268,-0.061
698,0.136,-0.009,0.077,0.095,-0.140,0.023,0.024,-0.268,-0.062
699,0.085,0.074,-0.021,0.000,-0.075,-0.033,0.024,-0.268,-0.213
700,0.057,0.046,0.068,-0.069,-0.075,-0.033,0.040,-0.090,-0.055
701,0.136,0.046,0.068,-0.199,-0.075,-0.031,0.040,-0.102,-0.116
702,0.085,-0.009,-0.002,-0.010,-0.140,-0.031,-0.016,-0.090,-0.213
703,0.057,0.074,-0.061,0.075,0.106,0.032,-0.016,0.161,0.428
704,0.168,0.047,-0.046,0.075,-0.039,0.023,0.024,-0.090,0.163
705,0.168,0.047,-0.002,-0.010,-0.039,0.032,0.024,-0.090,0.131
706,0.168,0.046,-0.046,-0.010,-0.039,-0.033,0.024,0.013,0.125
707,0.168,0.033,-0.002,0.000,-0.039,-0.033,0.022,0.013,0.163
708,0.168,0.033,-0.046,-0.199,-0.140,-0.033,0.022,0.013,-0.182
709,0.168,0.046,-0.046,-0.032,-0.039,-0.003,0.024,0.013,0.132
710,0.168,0.002,-0.002,0.000,-0.039,-0.033,0.027,0.013,0.137
711,0.168,-0.009,-0.002,-0.032,-0.140,-0.031,0.027,0.013,-0.006
712,0.168,0.047,-0.046,-0.199,-0.140,-0.031,0.022,0.013,-0.165
713,0.168,-0.060,-0.046,0.069,0.009,0.023,0.022,0.013,0.200
714,0.168,0.002,-0.002,0.069,-0.039,0.023,0.027,0.013,0.262
715,0.168,0.002,-0.016,0.069,-0.039,-0.003,0.027,0.161,0.369
716,0.168,0.047,-0.002,-0.032,0.009,-0.033,0.027,0.161,0.346
717,0.168,-0.060,-0.002,0.095,0.093,0.030,0.022,0.161,0.508
718,0.168,-0.060,-0.016,0.075,0.093,0.095,-0.023,0.161,0.493
719,0.168,0.033,-0.016,0.069,0.093,0.023,-0.023,0.161,0.507
720,0.168,-0.009,-0.020,0.095,0.093,0.023,0.027,0.161,0.538
721,0.168,0.046,-0.020,0.075,0.093,-0.031,0.027,0.161,0.520
722,0.168,0.033,-0.016,-0.199,0.009,-0.151,-0.023,0.161,-0.018
723,0.168,-0.060,-0.002,-0.010,-0.039,-0.151,-0.023,0.161,0.045
724,0.168,-0.009,-0.020,-0.010,0.093,0.023,0.027,0.210,0.482
725,0.168,0.046,-0.002,0.075,0.093,-0.003,-0.114,0.161,0.424
726,0.168,0.002,-0.016,-0.069,0.009,-0.031,-0.114,0.161,0.111
727,0.168,0.002,-0.002,-0.199,-0.039,-0.151,-0.114,0.161,-0.174
728,0.168,0.002,-0.046,-0.010,0.009,-0.151,-0.023,0.210,0.159
729,0.168,-0.184,-0.002,0.095,0.093,0.030,-0.023,0.210,0.387
730,0.168,0.074,-0.002,0.095,0.093,0.023,-0.114,0.161,0.498
731,0.168,-0.009,-0.016,-0.010,-0.039,0.030,-0.114,0.210,0.220
732,0.168,-0.009,-0.046,-0.199,-0.039,-0.003,-0.114,0.210,-0.031
733,0.168,0.002,-0.046,0.000,0.009,0.023,-0.023,0.210,0.343
734,0.168,0.033,-0.020,0.069,-0.140,-0.033,-0.114,0.210,0.173
735,0.168,-0.060,-0.046,-0.199,-0.039,0.032,-0.114,0.210,-0.047
736,0.168,-0.060,-0.020,0.075,0.093,-0.031,0.022,0.161,0.409
737,0.168,0.002,-0.020,-0.069,0.093,-0.151,0.027,0.210,0.260
163,0.168,0.046,0.068,-0.032,-0.039,-0.031,0.027,-0.090,0.118
164,0.168,-0.009,0.068,-0.069,-0.140,-0.033,-0.023,-0.090,-0.129
165,0.168,0.046,0.068,-0.069,-0.039,-0.151,-0.023,-0.090,-0.090
174,0.168,0.033,0.068,0.095,-0.039,0.030,-0.114,-0.090,0.151
175,0.168,0.074,0.068,0.069,-0.039,0.032,-0.023,-0.090,0.259
180,0.168,-0.060,0.068,-0.069,-0.075,-0.033,-0.023,-0.090,-0.114
738,0.168,-0.060,-0.046,0.095,0.181,0.023,-0.114,0.210,0.458
739,0.168,-0.060,-0.061,0.075,-0.039,0.023,-0.114,0.210,0.203
740,0.168,-0.060,-0.020,-0.199,-0.325,-0.151,-0.114,0.210,-0.490
741,0.168,-0.060,-0.020,0.095,0.181,0.095,-0.023,0.210,0.646
742,0.168,-0.060,-0.061,-0.069,0.106,0.032,-0.114,0.210,0.212
743,0.168,-0.060,-0.061,0.075,-0.325,-0.151,-0.114,0.210,-0.258
744,0.168,-0.060,0.068,0.095,0.181,0.023,-0.114,0.210,0.571
745,0.168,-0.060,0.077,0.095,0.181,0.023,-0.114,0.210,0.581
746,0.168,0.074,-0.021,0.069,0.106,0.023,-0.023,0.161,0.557
747,0.168,-0.184,-0.020,-0.010,0.093,0.032,-0.023,0.161,0.216
748,0.168,-0.060,-0.061,0.075,0.181,0.032,-0.023,0.210,0.522
749,0.168,-0.060,0.077,0.069,0.181,0.023,-0.114,0.210,0.555
750,0.168,-0.060,0.068,-0.199,-0.075,-0.151,-0.114,0.210,-0.152
751,0.168,-0.060,0.068,0.095,0.106,0.095,-0.114,0.161,0.519
752,0.168,-0.060,0.077,0.075,0.106,0.032,-0.023,0.161,0.536
753,0.168,0.074,-0.021,0.095,0.106,0.023,-0.023,0.161,0.582
754,0.168,-0.060,0.068,-0.199,0.093,0.030,-0.114,0.161,0.147
755,0.168,-0.060,0.068,0.075,0.093,0.032,-0.114,0.161,0.423
756,0.168,0.047,0.068,0.069,0.093,0.032,-0.023,0.013,0.467
757,0.168,0.002,0.077,0.000,0.009,0.032,-0.023,0.013,0.278
758,0.168,-0.060,0.068,0.069,0.009,0.095,-0.114,0.013,0.249
759,0.168,-0.060,0.068,0.075,0.009,0.095,-0.114,0.013,0.255
760,0.168,0.047,0.068,0.075,0.009,0.023,-0.023,0.013,0.380
761,0.168,0.002,0.068,0.075,0.009,0.023,-0.023,0.013,0.335
762,0.168,0.002,0.068,0.095,-0.039,0.095,0.027,0.013,0.429
763,0.168,0.033,0.068,-0.069,-0.140,-0.151,-0.114,0.013,-0.192
764,0.168,0.033,0.068,0.000,0.009,0.032,-0.114,0.013,0.209
765,0.168,-0.009,0.068,0.000,0.009,0.023,-0.023,0.013,0.249
766,0.168,0.002,0.068,0.069,-0.039,-0.031,-0.023,-0.090,0.124
767,0.168,0.047,0.068,0.075,-0.039,-0.031,-0.114,0.013,0.188
768,0.168,0.047,0.068,-0.010,-0.039,0.095,-0.114,-0.090,0.125
769,0.168,0.002,0.068,-0.010,-0.075,0.023,-0.114,0.013,0.076
770,0.168,-0.009,0.068,0.069,-0.325,-0.151,-0.114,0.013,-0.281
771,0.168,-0.009,0.068,0.069,-0.140,0.023,-0.023,0.013,0.169
772,0.168,-0.009,0.068,-0.069,-0.325,-0.151,-0.114,-0.090,-0.522
773,0.168,0.047,-0.061,0.075,0.181,0.023,-0.023,0.210,0.620
774,0.168,-0.184,-0.021,-0.069,0.106,-0.033,-0.023,0.210,0.153
775,0.168,-0.184,-0.021,-0.069,0.106,-0.151,0.027,0.210,0.086
776,0.168,-0.060,-0.016,0.095,0.181,0.023,-0.114,0.210,0.487
777,0.168,0.033,-0.061,0.069,0.106,0.030,-0.023,0.210,0.531
778,0.168,-0.184,-0.061,-0.032,0.106,0.023,-0.023,0.210,0.206
779,0.168,-0.184,-0.061,-0.010,0.093,-0.033,0.027,0.210,0.210
780,0.168,0.047,0.068,0.000,-0.140,0.095,-0.114,-0.090,0.034
781,0.168,-0.060,0.068,-0.199,-0.325,-0.151,-0.114,-0.090,-0.703
782,0.168,-0.060,0.068,-0.199,-0.325,-0.033,-0.114,-0.090,-0.585
166,0.168,-0.009,0.077,0.075,-0.039,0.030,0.027,-0.090,0.239
783,0.168,-0.184,-0.020,-0.010,0.093,-0.033,0.027,0.210,0.251
784,0.168,-0.184,-0.020,-0.010,0.009,-0.033,0.027,0.210,0.167
785,0.168,-0.009,-0.061,-0.069,0.009,-0.151,0.022,0.161,0.070
786,0.168,0.074,0.077,-0.199,0.009,-0.151,0.024,0.161,0.164
787,0.168,0.046,0.077,-0.010,0.093,0.095,0.024,0.161,0.655
788,0.168,0.074,0.077,0.075,0.093,-0.031,0.025,0.013,0.496
789,0.168,-0.060,-0.021,0.095,0.093,0.032,0.025,0.013,0.346
790,0.057,-0.060,-0.061,0.095,0.093,0.023,0.040,0.013,0.201
791,0.057,0.046,-0.061,0.075,0.093,0.023,0.040,0.013,0.287
792,0.057,-0.009,-0.061,-0.069,-0.075,-0.151,-0.016,-0.090,-0.413
793,0.057,-0.009,-0.061,-0.199,-0.325,-0.151,0.040,-0.090,-0.738
794,0.057,-0.009,-0.061,-0.199,-0.075,-0.151,0.040,-0.090,-0.488
795,0.136,-0.009,-0.021,-0.199,-0.325,-0.151,0.040,-0.102,-0.631
796,0.136,-0.009,-0.021,-0.199,-0.325,-0.033,0.025,-0.102,-0.528
797,0.168,-0.184,-0.020,0.069,0.093,0.032,0.027,0.161,0.346
798,0.168,-0.184,-0.020,0.069,0.009,0.095,0.027,0.161,0.325
799,0.168,-0.184,-0.061,0.000,0.009,0.095,0.022,0.161,0.210
800,0.168,-0.060,0.068,0.069,0.093,0.030,0.025,0.013,0.407
801,0.057,0.033,0.068,0.095,0.093,0.023,0.025,-0.090,0.304
802,0.057,0.047,0.068,0.095,0.009,0.023,0.040,-0.090,0.250
803,0.057,0.047,0.077,0.095,0.009,0.023,0.040,-0.090,0.259
804,0.057,0.046,-0.061,0.095,-0.039,0.023,0.040,-0.090,0.072
805,0.057,0.002,-0.061,0.095,-0.140,0.023,0.040,-0.102,-0.086
806,0.057,0.002,-0.061,0.095,-0.140,0.032,0.025,-0.102,-0.092
807,0.136,0.002,-0.021,0.075,-0.075,0.023,0.025,-0.102,0.063
808,0.136,0.002,-0.021,0.069,-0.325,0.095,0.024,-0.102,-0.122
809,0.057,0.002,0.068,-0.069,-0.325,0.030,0.025,-0.090,-0.302
810,0.057,0.002,0.068,-0.032,-0.075,0.032,0.040,-0.090,0.002
811,0.057,-0.009,0.068,0.075,-0.039,0.023,0.040,-0.102,0.113
812,0.057,0.046,0.068,0.095,0.009,0.023,0.040,-0.102,0.237
813,0.057,-0.009,0.068,0.095,-0.039,0.023,0.040,-0.102,0.133
814,0.057,0.002,0.068,0.095,-0.140,0.023,0.025,-0.102,0.028
815,0.136,0.002,0.077,0.075,-0.075,0.032,0.025,-0.102,0.171
816,0.136,0.002,0.077,0.000,-0.325,-0.031,0.024,-0.268,-0.384
817,0.057,0.002,0.068,-0.069,-0.325,-0.151,0.040,-0.102,-0.480
818,0.057,0.002,0.068,0.069,-0.325,-0.003,0.040,-0.102,-0.194
819,0.057,0.002,0.068,0.075,-0.075,0.032,0.025,-0.102,0.083
820,0.057,-0.009,0.068,0.075,-0.075,0.095,0.025,-0.102,0.134
821,0.136,0.046,0.068,-0.069,-0.325,-0.033,0.024,-0.268,-0.420
822,0.168,0.033,0.068,0.000,0.181,0.032,-0.114,0.210,0.578
823,0.057,0.047,0.068,0.069,0.181,0.095,-0.114,0.210,0.614
824,0.057,-0.060,0.068,0.069,0.181,-0.033,-0.114,0.210,0.379
825,0.057,-0.060,0.068,0.075,0.181,0.032,-0.023,0.210,0.540
826,0.057,0.033,0.077,0.069,0.181,0.095,-0.023,0.210,0.699
827,0.057,0.033,0.068,-0.069,0.106,-0.033,-0.114,0.161,0.209
828,0.057,0.033,0.068,-0.199,0.106,-0.033,-0.114,0.161,0.079
829,0.057,-0.060,0.068,-0.199,0.106,-0.033,-0.023,0.210,0.126
830,0.057,-0.060,0.068,-0.010,0.181,-0.003,-0.023,0.210,0.420
831,0.057,0.033,0.077,0.095,0.181,0.023,0.022,0.210,0.699
832,0.057,-0.009,0.077,0.075,0.106,0.023,0.022,0.210,0.561
833,0.136,-0.009,0.077,-0.032,0.009,-0.033,0.024,0.210,0.383
834,0.136,0.046,0.077,-0.199,-0.039,-0.033,0.024,0.161,0.174
835,0.057,-0.060,0.068,0.075,0.106,0.095,-0.114,0.161,0.388
836,0.057,-0.060,0.077,0.075,0.106,0.030,-0.023,0.161,0.423
837,0.057,-0.060,0.077,-0.032,0.106,-0.031,-0.023,0.161,0.255
838,0.057,-0.060,0.068,-0.032,0.106,-0.031,-0.023,0.210,0.295
839,0.136,0.074,0.077,0.095,-0.039,0.030,0.024,0.161,0.559
840,0.136,-0.009,0.077,0.069,-0.039,0.023,0.025,0.161,0.444
841,0.057,0.033,0.068,0.075,0.093,0.023,0.027,0.161,0.537
842,0.057,0.047,0.068,0.095,0.093,0.023,0.027,0.161,0.571
843,0.136,-0.009,0.077,-0.032,-0.140,0.023,0.025,0.013,0.093
844,0.023,0.002,-0.021,0.075,0.093,0.023,0.022,0.161,0.378
845,0.023,-0.184,-0.021,0.069,-0.140,0.030,0.022,0.161,-0.040
846,0.023,0.002,-0.021,-0.199,-0.325,-0.033,0.027,0.161,-0.365
847,0.064,0.046,-0.016,0.075,0.181,0.030,0.025,0.210,0.616
848,0.064,0.046,-0.061,0.075,0.181,0.095,0.025,0.210,0.636
849,0.064,0.046,0.077,0.000,0.009,-0.003,0.024,0.210,0.429
850,0.064,0.046,0.077,0.000,-0.039,0.095,0.024,0.210,0.479
851,0.023,-0.009,0.077,0.000,-0.075,0.032,0.024,0.161,0.233
852,0.023,0.002,0.077,-0.032,-0.075,-0.003,0.022,0.161,0.175
853,0.023,0.002,-0.061,0.000,-0.325,-0.031,0.022,0.013,-0.356
854,0.023,-0.184,-0.020,-0.010,-0.325,0.023,0.027,0.013,-0.453
855,-0.671,-0.184,-0.016,-0.069,-0.325,-0.151,0.027,0.013,-1.375
856,-0.671,-0.009,-0.002,-0.069,-0.325,-0.151,0.027,-0.090,-1.289
857,0.064,0.074,-0.061,0.095,0.181,0.023,0.040,0.210,0.627
858,0.064,-0.009,0.077,0.095,0.106,0.023,0.025,0.210,0.592
859,0.064,-0.009,0.077,0.000,-0.075,-0.031,0.025,0.210,0.263
860,0.064,0.046,0.077,-0.069,-0.075,-0.033,0.024,0.161,0.197
861,0.023,0.046,-0.021,-0.199,-0.325,-0.031,0.024,0.161,-0.321
862,0.023,-0.009,-0.061,-0.199,-0.325,-0.033,0.024,0.013,-0.567
863,0.023,-0.009,-0.020,-0.199,-0.325,-0.033,0.022,0.013,-0.528
864,0.023,0.002,-0.020,-0.069,-0.325,-0.033,0.022,0.013,-0.386
865,0.023,-0.184,-0.016,-0.069,-0.325,0.030,0.022,-0.090,-0.609
866,-0.671,-0.184,-0.002,-0.069,-0.325,-0.031,0.027,-0.090,-1.344
867,-0.671,-0.009,-0.002,0.075,-0.075,0.032,0.027,-0.090,-0.712
868,-0.671,0.047,-0.016,0.095,-0.325,-0.151,0.027,-0.102,-1.095
869,0.085,0.047,-0.021,0.075,0.181,0.023,0.040,0.210,0.640
870,0.064,0.046,0.077,0.000,0.009,-0.031,0.040,0.210,0.417
871,0.064,-0.009,0.077,-0.069,-0.075,-0.031,0.040,0.210,0.209
872,0.064,-0.009,0.077,-0.069,-0.075,-0.033,0.025,0.161,0.142
873,0.064,0.074,-0.021,-0.069,-0.325,-0.031,0.025,0.161,-0.120
874,0.023,0.074,-0.061,-0.069,-0.325,-0.031,0.024,0.161,-0.203
875,0.023,0.046,-0.020,-0.069,-0.325,-0.031,0.024,0.013,-0.338
876,0.023,-0.009,-0.016,-0.069,-0.325,-0.003,0.024,0.013,-0.362
877,0.023,0.002,-0.016,-0.010,-0.325,-0.031,0.024,-0.090,-0.423
878,0.023,0.002,-0.002,-0.010,-0.075,-0.033,0.022,-0.090,-0.162
879,0.023,0.002,-0.002,0.000,-0.075,-0.003,0.022,-0.090,-0.122
880,-0.671,0.002,-0.016,0.095,-0.140,0.023,0.027,-0.102,-0.782
881,-0.671,-0.009,-0.020,0.075,-0.140,0.030,0.027,-0.102,-0.810
882,-0.671,0.033,-0.020,0.069,-0.140,-0.031,-0.023,-0.102,-0.885
883,0.085,0.046,-0.020,-0.010,0.106,-0.003,0.024,0.161,0.389
884,0.085,0.074,-0.020,-0.032,0.181,-0.031,0.025,0.210,0.493
885,0.085,0.047,-0.061,0.075,0.181,0.023,0.040,0.210,0.600
886,0.085,0.046,-0.021,-0.032,-0.140,-0.003,0.040,0.210,0.185
887,0.064,-0.009,-0.021,-0.069,-0.075,-0.033,0.040,0.210,0.108
888,0.064,-0.009,-0.021,-0.069,-0.075,-0.031,0.040,0.161,0.061
889,0.064,-0.009,-0.061,-0.069,-0.075,-0.033,0.040,0.161,0.019
890,0.064,0.074,-0.020,-0.069,-0.325,-0.033,0.025,0.161,-0.122
891,0.064,0.074,-0.016,-0.069,-0.075,-0.031,0.025,0.013,-0.013
892,0.023,0.046,-0.016,-0.032,-0.075,0.095,0.025,0.013,0.080
893,0.023,0.002,-0.016,0.069,-0.140,0.030,0.024,-0.090,-0.098
894,0.023,0.002,-0.016,0.095,-0.039,0.023,0.022,-0.102,0.008
895,0.023,0.002,-0.020,0.069,-0.140,0.095,0.027,-0.102,-0.047
896,-0.671,-0.009,-0.020,-0.199,-0.075,-0.033,0.027,-0.102,-1.081
897,-0.671,0.046,-0.016,-0.199,-0.075,-0.151,0.027,-0.102,-1.140
898,-0.671,0.047,-0.046,-0.199,-0.140,-0.151,-0.023,-0.102,-1.284
899,0.136,0.046,-0.061,-0.199,0.106,-0.033,0.022,0.161,0.178
900,0.136,0.046,-0.020,-0.032,0.181,0.095,0.024,0.161,0.591
901,0.085,0.074,-0.020,-0.069,0.181,-0.033,0.024,0.210,0.453
902,0.085,0.047,-0.016,0.000,0.181,-0.031,0.025,0.210,0.502
903,0.085,0.074,-0.020,0.000,0.181,0.032,0.025,0.210,0.588
904,0.085,0.046,-0.061,-0.069,-0.075,-0.151,0.040,0.210,0.026
905,0.085,0.046,-0.020,-0.199,-0.075,-0.033,0.040,0.210,0.055
906,0.085,-0.009,-0.020,-0.069,-0.075,-0.031,-0.016,0.161,0.027
907,0.064,0.002,-0.020,-0.069,-0.075,-0.033,0.040,0.161,0.071
908,0.064,-0.009,-0.020,-0.069,-0.075,-0.151,0.040,0.161,-0.058
909,0.064,0.046,-0.016,-0.010,-0.075,-0.033,0.040,0.013,0.031
910,0.064,0.074,-0.016,-0.032,-0.140,-0.003,0.025,0.013,-0.014
911,0.064,0.074,-0.016,0.000,-0.140,0.030,0.025,0.013,0.051
912,0.023,0.002,-0.020,-0.010,-0.140,-0.033,0.022,-0.090,-0.246
913,0.023,-0.009,-0.016,-0.069,-0.075,-0.031,0.027,-0.090,-0.240
914,-0.671,-0.009,-0.002,-0.010,-0.039,0.030,0.027,-0.090,-0.763
915,-0.671,0.046,-0.046,-0.010,0.009,-0.003,0.027,-0.090,-0.736
916,0.136,0.046,-0.016,-0.199,0.093,-0.151,0.027,0.161,0.098
917,0.136,0.002,-0.002,-0.069,0.106,-0.033,0.022,0.161,0.323
918,0.136,0.002,-0.016,-0.010,0.181,-0.151,0.024,0.210,0.377
919,0.085,0.002,-0.016,-0.010,0.181,-0.151,0.024,0.210,0.325
920,0.085,0.046,-0.016,0.069,0.181,0.032,0.025,0.210,0.633
921,0.085,0.046,-0.020,0.069,0.106,0.095,0.025,0.210,0.617
922,0.085,0.046,-0.020,-0.069,-0.075,-0.031,0.040,0.210,0.187
923,0.085,0.046,-0.016,-0.032,-0.075,0.095,0.040,0.210,0.353
924,0.085,0.002,-0.016,0.000,-0.140,0.030,-0.016,0.161,0.106
925,0.064,0.002,-0.020,-0.032,-0.075,-0.003,-0.016,0.161,0.082
926,0.064,0.002,-0.016,-0.032,-0.075,-0.031,0.040,0.013,-0.034
927,0.064,-0.009,-0.016,-0.032,-0.140,-0.003,0.040,0.013,-0.083
928,0.064,0.046,-0.016,0.000,-0.140,-0.031,0.040,0.013,-0.022
929,0.023,-0.009,-0.016,-0.010,-0.039,-0.003,0.022,-0.090,-0.122
930,0.023,-0.009,-0.016,-0.010,0.009,-0.033,0.022,-0.090,-0.104
931,0.023,0.046,-0.016,0.069,0.093,-0.003,0.027,-0.090,0.149
932,0.023,0.047,-0.016,0.075,0.106,0.030,0.027,-0.090,0.202
933,-0.671,0.033,-0.061,0.095,0.106,0.032,0.027,-0.090,-0.530
934,0.057,0.002,-0.016,-0.069,-0.039,-0.003,-0.023,0.013,-0.078
935,0.057,0.002,-0.016,-0.032,0.009,-0.003,-0.023,0.161,0.155
936,0.136,0.002,-0.002,-0.010,0.093,-0.003,0.027,0.161,0.404
937,0.136,0.002,-0.002,-0.010,0.106,-0.003,0.027,0.161,0.417
938,0.136,0.002,-0.002,0.095,0.181,0.023,0.022,0.210,0.668
939,0.136,0.002,-0.016,0.095,0.181,0.023,0.022,0.210,0.653
940,0.136,0.002,-0.020,0.095,0.181,0.023,0.024,0.210,0.651
941,0.136,0.046,-0.020,0.069,0.106,-0.003,0.024,0.210,0.569
942,0.085,0.074,-0.020,-0.069,0.009,-0.003,0.025,0.210,0.312
943,0.085,0.046,-0.016,-0.032,-0.140,-0.033,0.025,0.210,0.145
944,0.085,0.074,-0.016,0.069,-0.039,0.032,0.040,0.161,0.407
945,0.085,-0.009,-0.020,0.075,-0.039,0.032,0.040,0.161,0.325
946,0.085,0.002,-0.020,0.000,-0.039,0.095,-0.016,0.161,0.268
947,0.064,-0.009,-0.016,-0.032,-0.039,-0.003,-0.016,0.161,0.111
948,0.064,-0.009,-0.016,-0.032,-0.039,-0.003,-0.016,0.161,0.111
949,0.064,0.046,-0.016,0.069,0.009,0.030,0.040,0.013,0.257
950,0.023,0.046,-0.016,0.069,0.106,0.032,0.022,0.013,0.296
951,0.023,0.074,-0.020,0.075,0.181,0.032,0.022,0.013,0.401
952,0.023,0.074,-0.061,0.075,0.106,0.095,0.027,0.013,0.352
953,0.168,-0.184,-0.020,-0.069,0.093,-0.033,-0.114,0.161,0.002
954,0.057,-0.184,-0.016,-0.010,0.009,-0.151,-0.114,0.161,-0.248
955,0.057,-0.184,-0.016,-0.010,0.009,0.030,-0.114,0.161,-0.067
956,0.057,0.002,-0.016,0.000,0.009,0.095,-0.114,0.161,0.194
957,0.057,0.002,-0.002,-0.032,0.009,0.095,-0.023,0.161,0.267
958,0.057,0.002,-0.002,-0.010,0.093,-0.003,-0.023,0.161,0.275
959,0.057,0.002,-0.002,-0.032,0.106,-0.033,0.027,0.161,0.286
960,0.136,-0.009,-0.016,0.095,0.181,0.030,0.027,0.210,0.654
961,0.136,0.046,-0.020,0.075,0.181,0.023,0.022,0.210,0.674
962,0.136,-0.009,-0.061,-0.032,0.181,-0.033,0.022,0.210,0.414
963,0.136,0.002,-0.061,-0.199,0.106,-0.031,0.024,0.210,0.187
964,0.136,-0.009,-0.020,-0.199,0.009,-0.151,0.024,0.210,0.001
965,0.136,0.074,-0.002,-0.069,-0.039,0.095,0.025,0.210,0.431
966,0.085,-0.009,-0.016,0.000,0.009,0.030,0.025,0.161,0.285
967,0.085,-0.009,-0.016,0.000,-0.039,-0.151,0.040,0.161,0.071
968,0.085,0.046,-0.020,-0.010,0.093,0.095,0.040,0.161,0.490
969,0.085,-0.009,-0.061,0.069,0.093,0.030,-0.016,0.161,0.352
970,0.085,0.046,-0.020,0.000,0.093,0.095,-0.016,0.161,0.445
971,0.064,0.074,-0.020,0.075,0.093,0.032,-0.016,0.161,0.464
972,0.064,0.046,-0.020,0.075,0.093,0.032,-0.016,0.161,0.436
973,0.023,0.047,-0.061,0.069,0.106,0.095,0.024,0.013,0.316
974,0.168,-0.184,-0.020,-0.032,0.106,0.032,0.027,0.210,0.307
975,0.168,-0.184,-0.016,-0.069,0.093,-0.151,-0.023,0.210,0.028
976,0.168,-0.184,-0.016,0.000,0.093,0.032,-0.023,0.210,0.280
977,0.168,-0.184,-0.016,0.000,0.093,0.032,-0.114,0.210,0.189
978,0.057,-0.184,-0.016,-0.032,0.009,-0.151,-0.114,0.161,-0.270
979,0.057,0.002,-0.016,-0.032,0.093,-0.031,-0.114,0.161,0.121
980,0.057,-0.009,-0.016,-0.032,0.106,-0.003,-0.114,0.161,0.150
981,0.057,-0.009,-0.002,0.069,0.181,0.023,-0.023,0.161,0.457
982,0.057,-0.009,-0.016,0.095,0.181,0.023,-0.023,0.210,0.518
983,0.057,0.002,-0.061,0.095,0.181,0.023,0.027,0.210,0.534
984,0.136,-0.009,-0.061,0.069,0.106,-0.151,0.027,0.210,0.327
985,0.136,0.046,-0.061,-0.010,0.106,0.032,0.022,0.210,0.482
986,0.136,0.002,-0.020,0.069,0.093,0.032,0.024,0.210,0.547
987,0.136,-0.009,-0.016,-0.199,0.009,-0.033,0.024,0.210,0.123
988,0.136,0.046,-0.002,0.075,0.009,-0.031,0.025,0.161,0.421
989,0.136,-0.009,-0.016,0.075,0.106,0.023,0.025,0.161,0.501
990,0.085,0.002,-0.020,0.075,0.106,0.032,0.040,0.161,0.480
991,0.085,-0.009,-0.061,0.095,0.106,0.095,0.040,0.161,0.511
992,0.085,-0.009,-0.061,0.000,0.106,0.032,-0.016,0.210,0.347
993,0.085,0.074,-0.061,-0.032,0.106,-0.151,-0.016,0.210,0.215
994,0.085,0.033,-0.061,0.000,0.106,0.032,-0.016,0.210,0.389
995,0.064,0.074,-0.061,0.069,0.106,0.095,-0.016,0.161,0.493
996,0.064,0.074,-0.061,0.095,0.181,0.032,0.025,0.161,0.572
997,0.168,0.046,-0.021,0.095,0.181,0.023,0.027,0.210,0.729
998,0.168,-0.009,-0.061,0.095,0.181,0.023,-0.023,0.210,0.583
999,0.168,0.002,-0.061,0.095,0.181,0.023,-0.023,0.210,0.594
