Elevation,Aspect,Slope,Curvature,Flow acc,TPI,Roads,Rivers,ID,Landslides,Class [E],Class [S],Class [A],Class [C],Class [FA],Class [TP],Class [D1],Class [D2],Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
857.40,208.35,17.56,0.01019,29.20,-0.55,72.11,382.10,"2251",no,p7,p8,p2,p6,p6,p3,p3,p7,-0.670538695000000,-0.184272232000000,-0.001822229000000,0.069394899000000,0.093063098000000,0.029821053000000,0.027092548000000,-0.288671889000000,-0.925933446000000
860.87,222.35,17.41,0.01767,16.34,-0.73,56.57,395.98,"2252",no,p7,p8,p3,p7,p5,p2,p2,p7,-0.670538695000000,-0.184272232000000,-0.016023948000000,0.075126801000000,0.009232847000000,0.031715877000000,-0.023336602000000,-0.288671889000000,-1.066767839000000
866.31,228.34,13.32,0.00492,10.13,1.51,44.72,410.37,"2253",no,p7,p6,p3,p5,p4,p8,p2,p8,-0.670538695000000,-0.009248494000000,-0.016023948000000,0.000423519000000,-0.038693589000000,-0.150990845000000,-0.023336602000000,0.073604571000000,-0.834804081000000
867.75,210.52,6.40,-0.00862,10.58,0.26,28.28,425.21,"2254",no,p7,p1,p2,p3,p4,p6,p2,p8,-0.670538695000000,-0.059663047000000,-0.001822229000000,-0.009676808000000,-0.038693589000000,-0.030695560000000,-0.023336602000000,0.073604571000000,-0.760821957000000
867.79,216.99,7.41,0.01512,19.60,-1.59,20.00,440.45,"2255",no,p7,p1,p3,p7,p5,p1,p1,p8,-0.670538695000000,-0.059663047000000,-0.016023948000000,0.075126801000000,0.009232847000000,0.022916385000000,-0.113921575000000,0.073604571000000,-0.679266660000000
745.99,225.81,10.65,-0.02601,10.02,0.89,196.98,40.00,"2256",no,p1,p3,p3,p1,p4,p7,p6,p1,0.167799761000000,0.047151447000000,-0.016023948000000,-0.198733044000000,-0.038693589000000,-0.033089711000000,0.025357110000000,0.210227777000000,0.163995804000000
746.74,191.86,8.29,0.00362,34.57,-0.46,215.41,20.00,"2257",no,p1,p1,p1,p5,p6,p3,p7,p1,0.167799761000000,-0.059663047000000,-0.045615821000000,0.000423519000000,0.093063098000000,0.029821053000000,0.040094809000000,0.210227777000000,0.436151148000000
749.98,242.62,10.57,0.01336,45.37,-0.67,252.98,20.00,"2258",no,p2,p3,p5,p7,p7,p2,p8,p1,0.057115551000000,0.047151447000000,-0.061148782000000,0.075126801000000,0.105651855000000,0.031715877000000,-0.015670617000000,0.210227777000000,0.450169909000000
754.03,247.74,11.95,0.00464,46.03,0.11,272.03,40.00,"2259",no,p2,p5,p5,p5,p7,p5,p8,p1,0.057115551000000,0.046295095000000,-0.061148782000000,0.000423519000000,0.105651855000000,-0.003211972000000,-0.015670617000000,0.210227777000000,0.339682424000000
786.02,255.34,22.17,-0.00223,6.55,0.00,268.33,200.00,"2260",no,p3,p8,p6,p4,p3,p5,p8,p5,0.136007927000000,-0.184272232000000,-0.021112622000000,-0.031836488000000,-0.140440662000000,-0.003211972000000,-0.015670617000000,-0.101812710000000,-0.362349376000000
794.41,254.27,23.01,-0.00210,6.39,0.47,260.00,220.00,"2261",no,p4,p8,p6,p4,p3,p6,p8,p6,0.084868619000000,-0.184272232000000,-0.021112622000000,-0.031836488000000,-0.140440662000000,-0.030695560000000,-0.015670617000000,-0.267899596000000,-0.607059158000000
801.71,249.82,18.12,0.00474,7.46,0.88,252.98,240.00,"2262",no,p4,p8,p5,p5,p3,p7,p8,p6,0.084868619000000,-0.184272232000000,-0.061148782000000,0.000423519000000,-0.140440662000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.617229462000000
805.86,248.37,12.89,0.02269,6.73,-0.78,247.39,260.00,"2263",no,p4,p5,p5,p8,p3,p2,p8,p6,0.084868619000000,0.046295095000000,-0.061148782000000,0.095087784000000,-0.140440662000000,0.031715877000000,-0.015670617000000,-0.267899596000000,-0.227192282000000
810.14,254.60,15.09,0.01241,4.82,-1.39,243.31,280.00,"2264",no,p4,p7,p6,p7,p2,p1,p7,p6,0.084868619000000,0.001808829000000,-0.021112622000000,0.075126801000000,-0.074792069000000,0.022916385000000,0.040094809000000,-0.267899596000000,-0.138988844000000
816.77,249.55,15.99,0.00117,2.83,0.44,240.83,300.00,"2265",no,p5,p7,p5,p5,p1,p6,p7,p6,0.064455638000000,0.001808829000000,-0.061148782000000,0.000423519000000,-0.325177251000000,-0.030695560000000,0.040094809000000,-0.267899596000000,-0.578138394000000
821.02,222.16,11.58,-0.03832,2.82,0.96,240.00,300.00,"2266",no,p5,p4,p3,p1,p1,p7,p7,p6,0.064455638000000,0.074341477000000,-0.016023948000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,0.040094809000000,-0.267899596000000,-0.662031627000000
822.41,184.57,10.26,-0.01255,3.74,0.56,240.00,300.00,"2267",no,p5,p3,p1,p2,p2,p6,p7,p6,0.064455638000000,0.047151447000000,-0.045615821000000,-0.068639136000000,-0.074792069000000,-0.030695560000000,0.040094809000000,-0.267899596000000,-0.335940287000000
821.98,175.62,10.30,-0.00078,8.98,0.01,240.83,300.00,"2268",no,p5,p3,p1,p4,p3,p5,p7,p6,0.064455638000000,0.047151447000000,-0.045615821000000,-0.031836488000000,-0.140440662000000,-0.003211972000000,0.040094809000000,-0.267899596000000,-0.337302645000000
821.68,182.57,9.50,0.01341,39.84,-0.36,243.31,300.00,"2269",no,p5,p2,p1,p7,p6,p3,p7,p6,0.064455638000000,0.032613953000000,-0.045615821000000,0.075126801000000,0.093063098000000,0.029821053000000,0.040094809000000,-0.267899596000000,0.021659936000000
829.84,233.14,9.60,0.00504,99.34,-0.06,223.61,310.48,"2270",no,p5,p2,p4,p5,p7,p5,p7,p7,0.064455638000000,0.032613953000000,-0.019866731000000,0.000423519000000,0.105651855000000,-0.003211972000000,0.040094809000000,-0.288671889000000,-0.068510818000000
832.36,233.01,10.46,-0.00125,35.70,-0.46,205.91,316.23,"2271",no,p6,p3,p4,p4,p6,p3,p7,p7,0.022720713000000,0.047151447000000,-0.019866731000000,-0.031836488000000,0.093063098000000,0.029821053000000,0.040094809000000,-0.288671889000000,-0.107523989000000
835.88,232.90,13.13,-0.00569,11.24,-0.23,188.68,323.11,"2272",no,p6,p5,p4,p3,p4,p4,p6,p7,0.022720713000000,0.046295095000000,-0.019866731000000,-0.009676808000000,-0.038693589000000,0.094589063000000,0.025357110000000,-0.288671889000000,-0.167947036000000
840.23,231.15,14.84,-0.00840,6.95,0.41,172.05,331.06,"2273",no,p6,p6,p4,p3,p3,p6,p6,p7,0.022720713000000,-0.009248494000000,-0.019866731000000,-0.009676808000000,-0.140440662000000,-0.030695560000000,0.025357110000000,-0.288671889000000,-0.450522321000000
844.45,221.50,12.42,-0.01271,7.41,1.38,156.20,340.00,"2274",no,p6,p5,p3,p2,p3,p8,p5,p7,0.022720713000000,0.046295095000000,-0.016023948000000,-0.068639136000000,-0.140440662000000,-0.150990845000000,0.024231304000000,-0.288671889000000,-0.571519369000000
845.66,206.45,10.23,-0.00873,12.38,-0.03,141.42,349.86,"2275",no,p6,p3,p2,p3,p4,p5,p5,p7,0.022720713000000,0.047151447000000,-0.001822229000000,-0.009676808000000,-0.038693589000000,-0.003211972000000,0.024231304000000,-0.288671889000000,-0.247973023000000
847.33,197.65,11.31,-0.00900,14.51,0.17,128.06,360.56,"2276",no,p6,p4,p1,p3,p5,p5,p4,p7,0.022720713000000,0.074341477000000,-0.045615821000000,-0.009676808000000,0.009232847000000,-0.003211972000000,0.022456623000000,-0.288671889000000,-0.218424829000000
847.71,192.98,12.97,-0.00276,32.78,-0.74,113.14,372.02,"2277",no,p6,p5,p1,p4,p6,p2,p4,p7,0.022720713000000,0.046295095000000,-0.045615821000000,-0.031836488000000,0.093063098000000,0.031715877000000,0.022456623000000,-0.288671889000000,-0.149872792000000
849.09,206.53,14.29,0.02488,41.29,-1.31,100.00,384.19,"2278",no,p6,p6,p2,p8,p6,p1,p3,p7,0.022720713000000,-0.009248494000000,-0.001822229000000,0.095087784000000,0.093063098000000,0.022916385000000,0.027092548000000,-0.288671889000000,-0.038862083000000
852.35,215.69,15.60,-0.00311,26.37,-0.43,84.85,396.99,"2279",no,p7,p7,p2,p4,p6,p3,p3,p7,-0.670538695000000,0.001808829000000,-0.001822229000000,-0.031836488000000,0.093063098000000,0.029821053000000,0.027092548000000,-0.288671889000000,-0.841083772000000
855.96,224.94,18.47,0.01115,16.83,-1.11,72.11,410.37,"2280",no,p7,p8,p3,p6,p5,p2,p3,p8,-0.670538695000000,-0.184272232000000,-0.016023948000000,0.069394899000000,0.009232847000000,0.031715877000000,0.027092548000000,0.073604571000000,-0.659794132000000
862.66,228.85,18.17,-0.01210,11.18,1.76,56.57,424.26,"2281",no,p7,p8,p3,p2,p4,p8,p2,p8,-0.670538695000000,-0.184272232000000,-0.016023948000000,-0.068639136000000,-0.038693589000000,-0.150990845000000,-0.023336602000000,0.073604571000000,-1.078890474000000
866.86,211.22,10.86,-0.02439,9.90,2.70,44.72,438.63,"2282",no,p7,p3,p2,p1,p4,p8,p2,p8,-0.670538695000000,0.047151447000000,-0.001822229000000,-0.198733044000000,-0.038693589000000,-0.150990845000000,-0.023336602000000,0.073604571000000,-0.963358984000000
866.97,199.34,8.59,0.00848,17.65,0.71,28.28,453.43,"2283",no,p7,p2,p1,p6,p5,p7,p2,p8,-0.670538695000000,0.032613953000000,-0.045615821000000,0.069394899000000,0.009232847000000,-0.033089711000000,-0.023336602000000,0.073604571000000,-0.587734557000000
741.30,242.09,15.23,-0.03150,7.41,3.09,170.88,28.28,"2284",no,p1,p7,p5,p1,p3,p8,p6,p1,0.167799761000000,0.001808829000000,-0.061148782000000,-0.198733044000000,-0.140440662000000,-0.150990845000000,0.025357110000000,0.210227777000000,-0.146119856000000
776.20,247.06,13.49,0.01182,24.19,-2.49,260.77,180.00,"2285",no,p3,p6,p5,p6,p6,p1,p8,p5,0.136007927000000,-0.009248494000000,-0.061148782000000,0.069394899000000,0.093063098000000,0.022916385000000,-0.015670617000000,-0.101812710000000,0.133501707000000
783.82,251.60,21.02,-0.00626,7.94,0.13,250.60,200.00,"2286",no,p3,p8,p5,p3,p3,p5,p8,p5,0.136007927000000,-0.184272232000000,-0.061148782000000,-0.009676808000000,-0.140440662000000,-0.003211972000000,-0.015670617000000,-0.101812710000000,-0.380225856000000
791.34,249.18,23.00,-0.00341,7.76,-0.10,241.66,220.00,"2287",no,p3,p8,p5,p4,p3,p4,p7,p6,0.136007927000000,-0.184272232000000,-0.061148782000000,-0.031836488000000,-0.140440662000000,0.094589063000000,0.040094809000000,-0.267899596000000,-0.414905962000000
799.94,251.43,20.46,-0.00524,6.54,1.64,234.09,240.00,"2288",no,p4,p8,p5,p3,p3,p8,p7,p6,0.084868619000000,-0.184272232000000,-0.061148782000000,-0.009676808000000,-0.140440662000000,-0.150990845000000,0.040094809000000,-0.267899596000000,-0.689465498000000
805.54,253.25,14.13,-0.01084,4.18,1.07,228.04,260.00,"2289",no,p4,p6,p6,p2,p2,p7,p7,p6,0.084868619000000,-0.009248494000000,-0.021112622000000,-0.068639136000000,-0.074792069000000,-0.033089711000000,0.040094809000000,-0.267899596000000,-0.349818200000000
809.73,251.67,14.08,-0.02053,3.12,0.21,223.61,280.00,"2290",no,p4,p6,p5,p1,p1,p5,p7,p6,0.084868619000000,-0.009248494000000,-0.061148782000000,-0.198733044000000,-0.325177251000000,-0.003211972000000,0.040094809000000,-0.267899596000000,-0.740455712000000
815.25,240.58,14.04,-0.02433,2.58,1.55,220.91,300.00,"2291",no,p5,p6,p4,p1,p1,p8,p7,p6,0.064455638000000,-0.009248494000000,-0.019866731000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.040094809000000,-0.267899596000000,-0.867365514000000
818.23,210.92,10.70,-0.03906,2.61,1.40,220.00,320.00,"2292",no,p5,p3,p2,p1,p1,p8,p7,p7,0.064455638000000,0.047151447000000,-0.001822229000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.040094809000000,-0.288671889000000,-0.813693363000000
818.57,182.09,10.31,-0.01013,4.75,0.32,220.00,320.00,"2293",no,p5,p3,p1,p2,p2,p6,p7,p7,0.064455638000000,0.047151447000000,-0.045615821000000,-0.068639136000000,-0.074792069000000,-0.030695560000000,0.040094809000000,-0.288671889000000,-0.356712579000000
818.19,179.73,9.97,0.00518,19.98,-0.31,220.91,320.00,"2294",no,p5,p3,p1,p5,p5,p4,p7,p7,0.064455638000000,0.047151447000000,-0.045615821000000,0.000423519000000,0.009232847000000,0.094589063000000,0.040094809000000,-0.288671889000000,-0.078340386000000
818.36,189.38,9.11,0.01000,74.84,-0.42,223.61,320.00,"2295",no,p5,p2,p1,p6,p7,p3,p7,p7,0.064455638000000,0.032613953000000,-0.045615821000000,0.069394899000000,0.105651855000000,0.029821053000000,0.040094809000000,-0.288671889000000,0.007744497000000
827.94,239.28,9.28,0.00343,45.59,-0.09,233.24,329.85,"2296",no,p5,p2,p4,p5,p7,p4,p7,p7,0.064455638000000,0.032613953000000,-0.019866731000000,0.000423519000000,0.105651855000000,0.094589063000000,0.040094809000000,-0.288671889000000,0.029290217000000
830.74,231.92,8.76,-0.00961,15.54,0.15,216.33,335.26,"2297",no,p6,p2,p4,p3,p5,p5,p7,p7,0.022720713000000,0.032613953000000,-0.019866731000000,-0.009676808000000,0.009232847000000,-0.003211972000000,0.040094809000000,-0.288671889000000,-0.216765079000000
832.79,224.05,11.11,-0.00745,9.26,-0.60,200.00,341.76,"2298",no,p6,p4,p3,p3,p4,p3,p6,p7,0.022720713000000,0.074341477000000,-0.016023948000000,-0.009676808000000,-0.038693589000000,0.029821053000000,0.025357110000000,-0.288671889000000,-0.200825881000000
836.29,223.67,14.73,-0.00321,8.56,-0.17,184.39,349.28,"2299",no,p6,p6,p3,p4,p3,p4,p6,p7,0.022720713000000,-0.009248494000000,-0.016023948000000,-0.031836488000000,-0.140440662000000,0.094589063000000,0.025357110000000,-0.288671889000000,-0.343554595000000
840.16,221.90,14.38,0.00032,10.18,0.39,169.71,357.77,"2300",no,p6,p6,p3,p4,p4,p6,p5,p7,0.022720713000000,-0.009248494000000,-0.016023948000000,-0.031836488000000,-0.038693589000000,-0.030695560000000,0.024231304000000,-0.288671889000000,-0.368217950000000
843.20,205.05,10.62,-0.02634,8.89,1.14,156.20,367.15,"2301",no,p6,p3,p2,p1,p3,p8,p5,p7,0.022720713000000,0.047151447000000,-0.001822229000000,-0.198733044000000,-0.140440662000000,-0.150990845000000,0.024231304000000,-0.288671889000000,-0.686555206000000
843.32,186.06,10.44,0.00031,21.59,-0.09,141.42,377.36,"2302",no,p6,p3,p1,p4,p5,p4,p5,p7,0.022720713000000,0.047151447000000,-0.045615821000000,-0.031836488000000,0.009232847000000,0.094589063000000,0.024231304000000,-0.288671889000000,-0.168198823000000
844.08,191.09,11.66,0.00735,36.44,0.06,128.06,388.33,"2303",no,p6,p4,p1,p6,p6,p5,p4,p7,0.022720713000000,0.074341477000000,-0.045615821000000,0.069394899000000,0.093063098000000,-0.003211972000000,0.022456623000000,-0.288671889000000,-0.055522872000000
844.91,210.42,13.35,0.01773,42.72,-0.96,113.14,400.00,"2304",no,p6,p6,p2,p7,p7,p2,p4,p7,0.022720713000000,-0.009248494000000,-0.001822229000000,0.075126801000000,0.105651855000000,0.031715877000000,0.022456623000000,-0.288671889000000,-0.042070742000000
849.05,218.92,14.45,0.00064,17.89,0.75,100.00,412.31,"2305",no,p6,p6,p3,p4,p5,p7,p3,p8,0.022720713000000,-0.009248494000000,-0.016023948000000,-0.031836488000000,0.009232847000000,-0.033089711000000,0.027092548000000,0.073604571000000,0.042452039000000
850.66,228.21,16.86,0.01425,18.89,-2.29,84.85,425.21,"2306",no,p6,p7,p3,p7,p5,p1,p3,p8,0.022720713000000,0.001808829000000,-0.016023948000000,0.075126801000000,0.009232847000000,0.022916385000000,0.027092548000000,0.073604571000000,0.216478747000000
857.26,228.68,18.76,-0.00597,10.21,0.23,72.11,438.63,"2307",no,p7,p8,p3,p3,p4,p6,p3,p8,-0.670538695000000,-0.184272232000000,-0.016023948000000,-0.009676808000000,-0.038693589000000,-0.030695560000000,0.027092548000000,0.073604571000000,-0.849203711000000
861.51,204.47,15.51,-0.02959,12.07,1.11,56.57,452.55,"2308",no,p7,p7,p2,p1,p4,p8,p2,p8,-0.670538695000000,0.001808829000000,-0.001822229000000,-0.198733044000000,-0.038693589000000,-0.150990845000000,-0.023336602000000,0.073604571000000,-1.008701602000000
863.07,190.07,14.90,0.00707,15.13,0.84,40.00,466.90,"2309",no,p7,p7,p1,p6,p5,p7,p2,p8,-0.670538695000000,0.001808829000000,-0.045615821000000,0.069394899000000,0.009232847000000,-0.033089711000000,-0.023336602000000,0.073604571000000,-0.618539681000000
775.08,257.36,13.04,0.01906,17.64,-2.10,244.13,180.00,"2310",no,p3,p5,p6,p7,p5,p1,p8,p5,0.136007927000000,0.046295095000000,-0.021112622000000,0.075126801000000,0.009232847000000,0.022916385000000,-0.015670617000000,-0.101812710000000,0.150983107000000
811.31,229.38,12.83,-0.01474,3.16,-0.07,201.00,300.00,"2311",no,p4,p5,p3,p2,p1,p5,p6,p6,0.084868619000000,0.046295095000000,-0.016023948000000,-0.068639136000000,-0.325177251000000,-0.003211972000000,0.025357110000000,-0.267899596000000,-0.524431079000000
814.70,201.99,10.92,-0.02966,2.86,1.08,200.00,320.00,"2312",no,p5,p4,p2,p1,p1,p7,p6,p7,0.064455638000000,0.074341477000000,-0.001822229000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,0.025357110000000,-0.288671889000000,-0.683339898000000
814.57,182.39,10.38,-0.00042,11.32,-0.16,200.00,340.00,"2313",no,p5,p3,p1,p4,p4,p4,p6,p7,0.064455638000000,0.047151447000000,-0.045615821000000,-0.031836488000000,-0.038693589000000,0.094589063000000,0.025357110000000,-0.288671889000000,-0.173264527000000
814.88,186.35,9.62,0.00631,45.40,-0.13,201.00,340.00,"2314",no,p5,p2,p1,p5,p7,p4,p6,p7,0.064455638000000,0.032613953000000,-0.045615821000000,0.000423519000000,0.105651855000000,0.094589063000000,0.025357110000000,-0.288671889000000,-0.011196571000000
815.59,193.17,9.11,0.00797,105.55,0.05,203.96,340.00,"2315",no,p5,p2,p1,p6,p8,p5,p6,p7,0.064455638000000,0.032613953000000,-0.045615821000000,0.069394899000000,0.180950616000000,-0.003211972000000,0.025357110000000,-0.288671889000000,0.035272535000000
823.38,241.67,9.36,-0.00004,51.80,-0.09,233.24,345.25,"2316",no,p5,p2,p5,p4,p7,p4,p7,p7,0.064455638000000,0.032613953000000,-0.061148782000000,-0.031836488000000,0.105651855000000,0.094589063000000,0.040094809000000,-0.288671889000000,-0.044251841000000
826.49,238.77,9.42,-0.00304,18.37,0.21,244.13,349.28,"2317",no,p5,p2,p4,p4,p5,p5,p8,p7,0.064455638000000,0.032613953000000,-0.019866731000000,-0.031836488000000,0.009232847000000,-0.003211972000000,-0.015670617000000,-0.288671889000000,-0.252955258000000
829.30,229.12,7.84,-0.01234,8.66,0.73,228.04,354.40,"2318",no,p5,p1,p3,p2,p3,p7,p7,p7,0.064455638000000,-0.059663047000000,-0.016023948000000,-0.068639136000000,-0.140440662000000,-0.033089711000000,0.040094809000000,-0.288671889000000,-0.501977946000000
830.15,215.73,8.06,-0.00404,10.39,-0.69,212.60,360.56,"2319",no,p5,p1,p2,p3,p4,p2,p7,p7,0.064455638000000,-0.059663047000000,-0.001822229000000,-0.009676808000000,-0.038693589000000,0.031715877000000,0.040094809000000,-0.288671889000000,-0.262261237000000
832.17,216.83,12.14,-0.00636,10.49,-0.82,197.99,367.70,"2320",no,p6,p5,p3,p3,p4,p2,p6,p7,0.022720713000000,0.046295095000000,-0.016023948000000,-0.009676808000000,-0.038693589000000,0.031715877000000,0.025357110000000,-0.288671889000000,-0.226977439000000
835.88,217.52,15.74,-0.00654,9.25,0.18,184.39,375.77,"2321",no,p6,p7,p3,p3,p4,p5,p6,p7,0.022720713000000,0.001808829000000,-0.016023948000000,-0.009676808000000,-0.038693589000000,-0.003211972000000,0.025357110000000,-0.288671889000000,-0.306391553000000
840.32,199.71,14.20,-0.03356,7.61,2.80,169.71,384.71,"2322",no,p6,p6,p1,p1,p3,p8,p5,p7,0.022720713000000,-0.009248494000000,-0.045615821000000,-0.198733044000000,-0.140440662000000,-0.150990845000000,0.024231304000000,-0.288671889000000,-0.786748738000000
839.39,183.40,12.71,0.01373,25.21,0.09,156.20,394.46,"2323",no,p6,p5,p1,p7,p6,p5,p5,p7,0.022720713000000,0.046295095000000,-0.045615821000000,0.075126801000000,0.093063098000000,-0.003211972000000,0.024231304000000,-0.288671889000000,-0.076062671000000
848.33,240.65,14.86,0.01907,14.45,-1.05,100.00,440.45,"2324",no,p6,p7,p4,p7,p5,p2,p3,p8,0.022720713000000,0.001808829000000,-0.019866731000000,0.075126801000000,0.009232847000000,0.031715877000000,0.027092548000000,0.073604571000000,0.221435456000000
853.69,232.19,14.29,-0.02230,8.24,0.65,82.46,453.43,"2325",no,p7,p6,p4,p1,p3,p7,p3,p8,-0.670538695000000,-0.009248494000000,-0.019866731000000,-0.198733044000000,-0.140440662000000,-0.033089711000000,0.027092548000000,0.073604571000000,-0.971220218000000
856.55,198.00,13.25,-0.02222,8.46,0.60,63.25,466.90,"2326",no,p7,p5,p1,p1,p3,p7,p3,p8,-0.670538695000000,0.046295095000000,-0.045615821000000,-0.198733044000000,-0.140440662000000,-0.033089711000000,0.027092548000000,0.073604571000000,-0.941425719000000
856.15,193.21,14.15,0.01488,19.95,-1.72,44.72,480.83,"2327",no,p7,p6,p1,p7,p5,p1,p2,p8,-0.670538695000000,-0.009248494000000,-0.045615821000000,0.075126801000000,0.009232847000000,0.022916385000000,-0.023336602000000,0.073604571000000,-0.567859006000000
809.32,221.30,11.08,-0.02252,3.25,1.10,181.11,300.67,"2328",no,p4,p4,p3,p1,p1,p8,p6,p7,0.084868619000000,0.074341477000000,-0.016023948000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.025357110000000,-0.288671889000000,-0.795029771000000
810.65,196.95,10.55,-0.02352,6.71,0.54,180.00,320.62,"2329",no,p4,p3,p1,p1,p3,p6,p6,p7,0.084868619000000,0.047151447000000,-0.045615821000000,-0.198733044000000,-0.140440662000000,-0.030695560000000,0.025357110000000,-0.288671889000000,-0.546779799000000
811.04,187.40,10.10,0.00455,27.34,-0.11,180.00,340.59,"2330",no,p4,p3,p1,p5,p6,p4,p6,p7,0.084868619000000,0.047151447000000,-0.045615821000000,0.000423519000000,0.093063098000000,0.094589063000000,0.025357110000000,-0.288671889000000,0.011165147000000
